"Code CCAM de l’acte, Code de la consultation et éventuellement de la majoration","ccam","label","chapterCode","chapterLabel","parentCode","parentLabel","topographie","topographieLabel","action","actionLabel","modeAcces","modeAccesLabel","code","Famille d’acte","familleLabel"
"LDFA0110","LDFA011","exérèse d'une hernie discale de la colonne vertébrale, par cervicotomie antérieure ou antérolatérale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.03","exérèse de hernie discale de la colonne vertébrale par abord antérieur","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","F","exciser","A","abord ouvert","011","53","chirurgie des hernies discales (colonne vertébrale)"
"LDQK0010","LDQK001","radiographie du segment cervical de la colonne vertébrale selon 1 ou 2 incidences","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.01.03.01","radiographie de la colonne vertébrale","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","174","radiographie osseuse et articulaire de la colonne vertébrale et radiographie de la moelle épinière"
"LDQK0020","LDQK002","radiographie du segment cervical de la colonne vertébrale selon 3 incidences ou plus","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.01.03.01","radiographie de la colonne vertébrale","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","174","radiographie osseuse et articulaire de la colonne vertébrale et radiographie de la moelle épinière"
"LDQK0040","LDQK004","radiographie du segment cervical et du segment thoracique de la colonne vertébrale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.01.03.01","radiographie de la colonne vertébrale","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","004","174","radiographie osseuse et articulaire de la colonne vertébrale et radiographie de la moelle épinière"
"LDQK0050","LDQK005","radiographie du segment cervical et du segment lombal de la colonne vertébrale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.01.03.01","radiographie de la colonne vertébrale","LD","colonne vertébrale cervicale, charnières vertébrooccipitale et cervicothoracique","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","005","174","radiographie osseuse et articulaire de la colonne vertébrale et radiographie de la moelle épinière"
"LEQK0010","LEQK001","radiographie du segment thoracique de la colonne vertébrale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.01.03.01","radiographie de la colonne vertébrale","LE","colonne vertébrale thoracique, charnière thoracolombale","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","174","radiographie osseuse et articulaire de la colonne vertébrale et radiographie de la moelle épinière"
"LEQK0020","LEQK002","radiographie du segment thoracique et du segment lombal de la colonne vertébrale","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.01.03.01","radiographie de la colonne vertébrale","LE","colonne vertébrale thoracique, charnière thoracolombale","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","174","radiographie osseuse et articulaire de la colonne vertébrale et radiographie de la moelle épinière"
"LFAA0010","LFAA001","recalibrage unilatéral de la colonne vertébrale lombale ou lombosacrale, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.13","recalibrage de la colonne vertébrale par abord postérieur","LF","colonne vertébrale lombale, charnière lombosacrale","A","agrandir","A","abord ouvert","001","23","chirurgie de décompression de la moelle épinière"
"LFAA0020","LFAA002","recalibrage bilatéral de la colonne vertébrale lombale ou lombosacrale, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.13","recalibrage de la colonne vertébrale par abord postérieur","LF","colonne vertébrale lombale, charnière lombosacrale","A","agrandir","A","abord ouvert","002","23","chirurgie de décompression de la moelle épinière"
"LFCA0040","LFCA004","ostéosynthèse de la colonne vertébrale avec exploration du contenu canalaire, par laparotomie ou par lombotomie","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.04","ostéosynthèse et arthrodèse de la colonne vertébrale par voie antérieure","LF","colonne vertébrale lombale, charnière lombosacrale","C","dévier/ouvrir/réunir","A","abord ouvert","004","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFCA0050","LFCA005","ostéosynthèse et/ou arthrodèse antérieure de la colonne vertébrale sans exploration du contenu canalaire, par laparotomie ou par lombotomie","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.04","ostéosynthèse et arthrodèse de la colonne vertébrale par voie antérieure","LF","colonne vertébrale lombale, charnière lombosacrale","C","dévier/ouvrir/réunir","A","abord ouvert","005","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFCC0010","LFCC001","ostéosynthèse et/ou arthrodèse antérieure de la colonne vertébrale, par coelioscopie ou par rétropéritonéoscopie","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.04","ostéosynthèse et arthrodèse de la colonne vertébrale par voie antérieure","LF","colonne vertébrale lombale, charnière lombosacrale","C","dévier/ouvrir/réunir","C","accès endoscopique transpariétal","001","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFDA0010","LFDA001","arthrodèse postérieure et/ou postérolatérale d'un spondylolisthésis lombal sans réduction, avec libération radiculaire et ostéosynthèse, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.06","arthrodèse de spondylolisthésis lombal","LF","colonne vertébrale lombale, charnière lombosacrale","D","fixer","A","abord ouvert","001","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFDA0040","LFDA004","arthrodèse intercorporéale de la colonne vertébrale lombale ou lombosacrale avec arthrodèse postérolatérale, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.03","ostéosynthèse et arthrodèse de la colonne vertébrale par voie postérieure ou postérolatérale","LF","colonne vertébrale lombale, charnière lombosacrale","D","fixer","A","abord ouvert","004","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFDA0060","LFDA006","arthrodèse postérieure et/ou postérolatérale d'un spondylolisthésis lombal avec réduction, avec ostéosynthèse, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.06","arthrodèse de spondylolisthésis lombal","LF","colonne vertébrale lombale, charnière lombosacrale","D","fixer","A","abord ouvert","006","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFDA0090","LFDA009","arthrodèse intercorporéale d'un spondylolisthésis lombal avec réduction, avec ostéosynthèse, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.06","arthrodèse de spondylolisthésis lombal","LF","colonne vertébrale lombale, charnière lombosacrale","D","fixer","A","abord ouvert","009","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFDA0120","LFDA012","arthrodèse intercorporéale ou épiphysiodèse de la colonne vertébrale lombale ou lombosacrale, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.03","ostéosynthèse et arthrodèse de la colonne vertébrale par voie postérieure ou postérolatérale","LF","colonne vertébrale lombale, charnière lombosacrale","D","fixer","A","abord ouvert","012","129","fixation chirurgicale de vertèbres entre elles hors déformations de la colonne vertébrale"
"LFEP0020","LFEP002","séance d'élongation de la colonne vertébrale lombale par traction sur table","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.03.03","autres actes thérapeutiques sur la colonne vertébrale","LF","colonne vertébrale lombale, charnière lombosacrale","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","002","199","séance d’élongation et de manipulation de la colonne vertébrale"
"LFFA0010","LFFA001","laminarthrectomie lombale ou lombosacrale totale bilatérale, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.12","laminarthrectomie [Laminoarthrectomie] vertébrale","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","001","23","chirurgie de décompression de la moelle épinière"
"LFFA0020","LFFA002","exérèse d'une hernie discale de la colonne vertébrale lombale, par abord postérieur ou postérolatéral","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.02","exérèse de hernie discale de la colonne vertébrale par abord postérieur","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","002","53","chirurgie des hernies discales (colonne vertébrale)"
"LFFA0030","LFFA003","exérèse de plusieurs hernies discales de la colonne vertébrale lombale, par abord postérieur ou postérolatéral","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.02","exérèse de hernie discale de la colonne vertébrale par abord postérieur","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","003","53","chirurgie des hernies discales (colonne vertébrale)"
"LFFA0040","LFFA004","exérèse d'une récidive d'une hernie discale de la colonne vertébrale lombale préalablement opérée par abord direct, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.02","exérèse de hernie discale de la colonne vertébrale par abord postérieur","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","004","53","chirurgie des hernies discales (colonne vertébrale)"
"LFFA0060","LFFA006","laminarthrectomie lombale ou lombosacrale totale unilatérale sans ostéosynthèse, par abord postérieur","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.12","laminarthrectomie [Laminoarthrectomie] vertébrale","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","006","23","chirurgie de décompression de la moelle épinière"
"LFFA0100","LFFA010","exérèse d'une hernie discale de la colonne vertébrale avec ostéosynthèse et/ou arthrodèse, par laparotomie ou par lombotomie","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.03","exérèse de hernie discale de la colonne vertébrale par abord antérieur","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","010","53","chirurgie des hernies discales (colonne vertébrale)"
"LFFA0110","LFFA011","exérèse d'une hernie discale de la colonne vertébrale, par laparotomie ou par lombotomie","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.02.03","exérèse de hernie discale de la colonne vertébrale par abord antérieur","LF","colonne vertébrale lombale, charnière lombosacrale","F","exciser","A","abord ouvert","011","53","chirurgie des hernies discales (colonne vertébrale)"
"LFPA0010","LFPA001","ostéotomie antérieure ou discectomie totale pour déformation rigide de la colonne vertébrale, avec arthrodèse et correction instrumentale, sur 1 à 3 vertèbres, par laparotomie ou par lombotomie","12","appareil ostéoarticulaire et musculaire du cou et du tronc","12.02.01.08","correction de déformation rigide de la colonne vertébrale","LF","colonne vertébrale lombale, charnière lombosacrale","P","couper/libérer/séparer","A","abord ouvert","001","51","chirurgie des déformations de la colonne vertébrale"
